Realtidsresultatrapport ;""
Kundnamn: Brf Strandparken Kungsholmen;""
Organisationsnummer: 716420-4682;""
"4805 Beräknad fastighetsskatt";"-1 100";"-554"
"4806 Korr. fastighetsskatt";"0";"-21 042"
"Summa Fastighetsskatt";"-454 645";"-420 598"
"Summa driftkostnader";"-5 115 148";"-3 391 081"
"ÖVRIGA EXTERNA KOSTNADER";"";""
"FÖRBRUKNINGSINVENTARIER OCH FÖRBRUKNINGSMATERIAL";"";""
"5410 Förbrukningsinventarier";"0";"-2 700"
"5460 Förbrukningsmaterial";"0";"-2 699"
"Summa Förbrukningsinventarier och förbrukningsmaterial";"0";"-5 399"
"KONTORSMATERIEL";"";""
"6100 Kontorsmtrl trycksaker";"0";"-1 343"
"Summa Kontorsmateriel";"0";"-1 343"
"TELE OCH POST";"";""
"6210 Telekommunikation";"0";"-10 835"
"6230 Datakommunikation";"-7 856";"-15 129"
"6250 Postbefordran";"-126";"-216"
"Summa Tele och post";"-7 982";"-26 180"
"FÖRSÄKRINGAR OCH ÖVRIGA RISK KOSTNADER";"";""
"6320 Avg juridiska åtgärder";"-1 594";"-13 125"
"6321 Inkasso";"-105";"-81"
"Summa Försäkringar och övriga risk kostnader";"-1 699";"-13 206"
"FÖRVALTNINGSKOSTNADER";"";""
"6420 Revisionsarvoden";"-49 500";"-31 875"
"6470 Styr.möte/stämma/städdag";"-16 637";"0"
"6471 Trivselåtgärder";"-900";"0"
"6480 Arvode ekonomisk förvaltning";"-102 172";"-99 380"
"6482 Extradebitering förvaltn.";"-29 066";"-27 757"
"6490 Övr förvaltningskostnader";"-1 208";"-700"
"Summa Förvaltningskostnader";"-199 483";"-159 712"
"ÖVRIGA EXTERNA TJÄNSTER";"";""
"6560 Serv.avg branschorg.";"-6 210";"-6 150"
"6570 Bankkostnader";"-5 667";"-5 659"
"Summa Övriga externa tjänster";"-11 877";"-11 809"
"ÖVRIGA EXTERNA KOSTNADER";"";""
"6990 Övriga externa kostnader";"-6 580";"-138"
"Summa Övriga externa kostnader";"-6 580";"-138"
"Summa övriga externa kostnader";"-227 621";"-217 786"
"PERSONALKOSTNADER";"";""
"ARVODEN";"";""
"6410 Styrelsearvoden";"-133 900";"-146 600"
"Summa Arvoden";"-133 900";"-146 600"
"SOCIALA OCH ANDRA AVGIFTER ENLIGT LAG OCH AVTAL";"";""
"7510 Lagstadgade arb giv avg";"-37 908";"-42 708"
"7519 Arbetsgivaravg. för sem- och löneskuld";"21 853";"0"
"Summa Sociala och andra avgifter enligt lag och avtal";"-16 055";"-42 708"
"Summa personalkostnader";"-149 955";"-189 308"
"Resultat före Avskrivningar";"2 169 937";"2 633 035"
"AVSKRIVNINGAR";"";""
"7821 Avskrivn byggnader";"-2 310 804";"-5 536 259"
"7822 Avskrivning fast. förbätr";"-45 249";"-17 640"
"Summa avskrivningar";"-2 356 053";"-5 553 899"
"Summa Rörelsekostnader";"-7 848 777";"-9 352 074"
"Rörelseresultat";"-186 116";"-2 920 864"
"FINANSIELLA POSTER";"";""
"RÄNTEINTÄKTER OCH LIKNANDE RESULTATPOSTER";"";""
"8316 Ränta Räntekonto";"347";"0"
"Summa ränteintäkter och liknande resultatposter";"347";"0"
"RÄNTEKOSTNADER OCH LIKNANDE RESULTATPOSTER";"";""
"8410 Låneräntor";"-502 466";"-478 423"
"8422 Dröjsmålsränta";"-227";"-8 763"
"Summa räntekostnader och liknande resultatposter";"-502 693";"-487 186"
"Resultat efter finansiella poster";"-688 462";"-3 408 050"
"Årets resultat";"-688 462";"-3 408 050"
